No.,Time,Source,Destination,Protocol,Length,Sequence Number (raw),Acknowledgment number (raw),Acknowledgment Number,Sequence Number,Info
46944,93.358251462,128.135.11.239,192.168.0.100,TCP,1594,1626499121.0,3239385856.0,1269.0,45468.0,443  >  49751 [ACK] Seq=45468 Ack=1269 Win=64128 Len=1448 TSval=80231344 TSecr=2512432294 [TCP segment of a reassembled PDU]
46945,93.358257857,128.135.11.239,192.168.0.100,TCP,1594,1626500569.0,3239385856.0,1269.0,46916.0,"443  >  49751 [PSH, ACK] Seq=46916 Ack=1269 Win=64128 Len=1448 TSval=80231344 TSecr=2512432294 [TCP segment of a reassembled PDU]"
46946,93.358265764,128.135.11.239,192.168.0.100,TLSv1.3,1594,3382229793.0,681587631.0,1068.0,54763.0,Application Data
46947,93.358271831,128.135.11.239,192.168.0.100,TCP,1594,3382231241.0,681587631.0,1068.0,56211.0,"443  >  49752 [PSH, ACK] Seq=56211 Ack=1068 Win=64384 Len=1448 TSval=80231344 TSecr=2913716043 [TCP segment of a reassembled PDU]"
46948,93.358280973,128.135.11.239,192.168.0.100,TCP,1594,1626502017.0,3239385856.0,1269.0,48364.0,443  >  49751 [ACK] Seq=48364 Ack=1269 Win=64128 Len=1448 TSval=80231344 TSecr=2512432298 [TCP segment of a reassembled PDU]
46955,93.361943776,128.135.11.239,192.168.0.100,TLSv1.3,1594,1626503465.0,3239385856.0,1269.0,49812.0,Application Data
46956,93.361969205,128.135.11.239,192.168.0.100,TCP,1594,1626504913.0,3239385856.0,1269.0,51260.0,443  >  49751 [ACK] Seq=51260 Ack=1269 Win=64128 Len=1448 TSval=80231344 TSecr=2512432298 [TCP segment of a reassembled PDU]
46957,93.361975826,128.135.11.239,192.168.0.100,TCP,1594,1626506361.0,3239385856.0,1269.0,52708.0,"443  >  49751 [PSH, ACK] Seq=52708 Ack=1269 Win=64128 Len=1448 TSval=80231344 TSecr=2512432298 [TCP segment of a reassembled PDU]"
46958,93.361983372,128.135.11.239,192.168.0.100,TCP,1594,3382232689.0,681587631.0,1068.0,57659.0,443  >  49752 [ACK] Seq=57659 Ack=1068 Win=64384 Len=1448 TSval=80231344 TSecr=2913716043 [TCP segment of a reassembled PDU]
46959,93.361989615,128.135.11.239,192.168.0.100,TCP,1594,3382234137.0,681587631.0,1068.0,59107.0,"443  >  49752 [PSH, ACK] Seq=59107 Ack=1068 Win=64384 Len=1448 TSval=80231344 TSecr=2913716043 [TCP segment of a reassembled PDU]"
46960,93.361996672,128.135.11.239,192.168.0.100,TCP,1594,1626507809.0,3239385856.0,1269.0,54156.0,443  >  49751 [ACK] Seq=54156 Ack=1269 Win=64128 Len=1448 TSval=80231344 TSecr=2512432298 [TCP segment of a reassembled PDU]
46961,93.362002459,128.135.11.239,192.168.0.100,TCP,1594,1626509257.0,3239385856.0,1269.0,55604.0,"443  >  49751 [PSH, ACK] Seq=55604 Ack=1269 Win=64128 Len=1448 TSval=80231344 TSecr=2512432298 [TCP segment of a reassembled PDU]"
46962,93.362010318,128.135.11.239,192.168.0.100,TCP,1594,3382235585.0,681587631.0,1068.0,60555.0,443  >  49752 [ACK] Seq=60555 Ack=1068 Win=64384 Len=1448 TSval=80231344 TSecr=2913716043 [TCP segment of a reassembled PDU]
46963,93.362016677,128.135.11.239,192.168.0.100,TCP,1594,3382237033.0,681587631.0,1068.0,62003.0,"443  >  49752 [PSH, ACK] Seq=62003 Ack=1068 Win=64384 Len=1448 TSval=80231344 TSecr=2913716043 [TCP segment of a reassembled PDU]"
46964,93.362024547,128.135.11.239,192.168.0.100,TCP,1594,1626510705.0,3239385856.0,1269.0,57052.0,443  >  49751 [ACK] Seq=57052 Ack=1269 Win=64128 Len=1448 TSval=80231344 TSecr=2512432298 [TCP segment of a reassembled PDU]
46965,93.362031184,128.135.11.239,192.168.0.100,TCP,1594,1626512153.0,3239385856.0,1269.0,58500.0,"443  >  49751 [PSH, ACK] Seq=58500 Ack=1269 Win=64128 Len=1448 TSval=80231344 TSecr=2512432298 [TCP segment of a reassembled PDU]"
46966,93.36203951,128.135.11.239,192.168.0.100,TCP,1594,3382238481.0,681587631.0,1068.0,63451.0,443  >  49752 [ACK] Seq=63451 Ack=1068 Win=64384 Len=1448 TSval=80231345 TSecr=2913716046 [TCP segment of a reassembled PDU]
46967,93.362046003,128.135.11.239,192.168.0.100,TCP,1594,3382239929.0,681587631.0,1068.0,64899.0,"443  >  49752 [PSH, ACK] Seq=64899 Ack=1068 Win=64384 Len=1448 TSval=80231345 TSecr=2913716046 [TCP segment of a reassembled PDU]"
46968,93.362052156,128.135.11.239,192.168.0.100,TCP,1594,1626513601.0,3239385856.0,1269.0,59948.0,443  >  49751 [ACK] Seq=59948 Ack=1269 Win=64128 Len=1448 TSval=80231345 TSecr=2512432298 [TCP segment of a reassembled PDU]
46969,93.362056681,128.135.11.239,192.168.0.100,TLSv1.3,410,1626515049.0,3239385856.0,1269.0,61396.0,Application Data
46970,93.362060839,128.135.11.239,192.168.0.100,TCP,1594,3382241377.0,681587631.0,1068.0,66347.0,443  >  49752 [ACK] Seq=66347 Ack=1068 Win=64384 Len=1448 TSval=80231345 TSecr=2913716054 [TCP segment of a reassembled PDU]
46971,93.362066521,128.135.11.239,192.168.0.100,TCP,1594,3382242825.0,681587631.0,1068.0,67795.0,"443  >  49752 [PSH, ACK] Seq=67795 Ack=1068 Win=64384 Len=1448 TSval=80231345 TSecr=2913716054 [TCP segment of a reassembled PDU]"
46972,93.362070914,128.135.11.239,192.168.0.100,TCP,1594,3382244273.0,681587631.0,1068.0,69243.0,443  >  49752 [ACK] Seq=69243 Ack=1068 Win=64384 Len=1448 TSval=80231345 TSecr=2913716054 [TCP segment of a reassembled PDU]
46973,93.362081297,128.135.11.239,192.168.0.100,TLSv1.3,1594,3382245721.0,681587631.0,1068.0,70691.0,Application Data
46974,93.362087361,128.135.11.239,192.168.0.100,TCP,1594,3382247169.0,681587631.0,1068.0,72139.0,443  >  49752 [ACK] Seq=72139 Ack=1068 Win=64384 Len=1448 TSval=80231345 TSecr=2913716054 [TCP segment of a reassembled PDU]
46975,93.362259606,128.135.11.239,192.168.0.100,TCP,1594,3382248617.0,681587631.0,1068.0,73587.0,"443  >  49752 [PSH, ACK] Seq=73587 Ack=1068 Win=64384 Len=1448 TSval=80231345 TSecr=2913716054 [TCP segment of a reassembled PDU]"
46981,93.362845279,128.135.11.239,192.168.0.100,TCP,1594,3382250065.0,681587631.0,1068.0,75035.0,443  >  49752 [ACK] Seq=75035 Ack=1068 Win=64384 Len=1448 TSval=80231345 TSecr=2913716054 [TCP segment of a reassembled PDU]
46982,93.36285103,128.135.11.239,192.168.0.100,TCP,1594,3382251513.0,681587631.0,1068.0,76483.0,"443  >  49752 [PSH, ACK] Seq=76483 Ack=1068 Win=64384 Len=1448 TSval=80231345 TSecr=2913716054 [TCP segment of a reassembled PDU]"
46983,93.362858941,128.135.11.239,192.168.0.100,TCP,1594,3382252961.0,681587631.0,1068.0,77931.0,443  >  49752 [ACK] Seq=77931 Ack=1068 Win=64384 Len=1448 TSval=80231345 TSecr=2913716059 [TCP segment of a reassembled PDU]
46984,93.362865291,128.135.11.239,192.168.0.100,TCP,1594,3382254409.0,681587631.0,1068.0,79379.0,"443  >  49752 [PSH, ACK] Seq=79379 Ack=1068 Win=64384 Len=1448 TSval=80231345 TSecr=2913716059 [TCP segment of a reassembled PDU]"
46985,93.362870787,128.135.11.239,192.168.0.100,TLSv1.3,549,3382255857.0,681587631.0,1068.0,80827.0,Application Data
47000,93.364968329,192.168.0.100,128.135.11.239,TCP,146,681587631.0,3382226897.0,51867.0,1068.0,49752  >  443 [ACK] Seq=1068 Ack=51867 Win=128128 Len=0 TSval=2913716074 TSecr=80231344
47001,93.364972978,192.168.0.100,128.135.11.239,TCP,146,3239385856.0,1626499121.0,45468.0,1269.0,49751  >  443 [ACK] Seq=1269 Ack=45468 Win=128128 Len=0 TSval=2512432326 TSecr=80231344
47002,93.365199287,192.168.0.100,128.135.11.239,TCP,146,3239385856.0,1626499121.0,45468.0,1269.0,[TCP Window Update] 49751  >  443 [ACK] Seq=1269 Ack=45468 Win=131072 Len=0 TSval=2512432326 TSecr=80231344
47003,93.365204611,192.168.0.100,128.135.11.239,TCP,146,681587631.0,3382228345.0,53315.0,1068.0,49752  >  443 [ACK] Seq=1068 Ack=53315 Win=131072 Len=0 TSval=2913716074 TSecr=80231344
47004,93.365209288,192.168.0.100,128.135.11.239,TCP,146,681587631.0,3382229793.0,54763.0,1068.0,49752  >  443 [ACK] Seq=1068 Ack=54763 Win=131072 Len=0 TSval=2913716074 TSecr=80231344
47005,93.36521342,192.168.0.100,128.135.11.239,TCP,146,3239385856.0,1626502017.0,48364.0,1269.0,49751  >  443 [ACK] Seq=1269 Ack=48364 Win=128128 Len=0 TSval=2512432326 TSecr=80231344
47006,93.365217115,192.168.0.100,128.135.11.239,TCP,146,681587631.0,3382232689.0,57659.0,1068.0,49752  >  443 [ACK] Seq=1068 Ack=57659 Win=128128 Len=0 TSval=2913716074 TSecr=80231344
47007,93.365220746,192.168.0.100,128.135.11.239,TCP,146,3239385856.0,1626502017.0,48364.0,1269.0,[TCP Window Update] 49751  >  443 [ACK] Seq=1269 Ack=48364 Win=131072 Len=0 TSval=2512432326 TSecr=80231344
47008,93.365224678,192.168.0.100,128.135.11.239,TCP,146,681587631.0,3382232689.0,57659.0,1068.0,[TCP Window Update] 49752  >  443 [ACK] Seq=1068 Ack=57659 Win=131072 Len=0 TSval=2913716075 TSecr=80231344
47009,93.365228912,192.168.0.100,128.135.11.239,TCP,146,3239385856.0,1626507809.0,54156.0,1269.0,49751  >  443 [ACK] Seq=1269 Ack=54156 Win=126720 Len=0 TSval=2512432329 TSecr=80231344
47010,93.365232853,192.168.0.100,128.135.11.239,TCP,146,3239385856.0,1626507809.0,54156.0,1269.0,[TCP Window Update] 49751  >  443 [ACK] Seq=1269 Ack=54156 Win=131072 Len=0 TSval=2512432329 TSecr=80231344
47011,93.365236948,192.168.0.100,128.135.11.239,TCP,146,681587631.0,3382235585.0,60555.0,1068.0,49752  >  443 [ACK] Seq=1068 Ack=60555 Win=128128 Len=0 TSval=2913716077 TSecr=80231344
47012,93.365241172,192.168.0.100,128.135.11.239,TCP,146,3239385856.0,1626510705.0,57052.0,1269.0,49751  >  443 [ACK] Seq=1269 Ack=57052 Win=128128 Len=0 TSval=2512432329 TSecr=80231344
47013,93.365247604,192.168.0.100,128.135.11.239,TCP,146,681587631.0,3382238481.0,63451.0,1068.0,49752  >  443 [ACK] Seq=1068 Ack=63451 Win=125248 Len=0 TSval=2913716077 TSecr=80231344
47014,93.365251801,192.168.0.100,128.135.11.239,TCP,146,3239385856.0,1626510705.0,57052.0,1269.0,[TCP Window Update] 49751  >  443 [ACK] Seq=1269 Ack=57052 Win=131072 Len=0 TSval=2512432329 TSecr=80231344
47015,93.365256128,192.168.0.100,128.135.11.239,TCP,146,681587631.0,3382238481.0,63451.0,1068.0,[TCP Window Update] 49752  >  443 [ACK] Seq=1068 Ack=63451 Win=131072 Len=0 TSval=2913716077 TSecr=80231344
47016,93.365260337,192.168.0.100,128.135.11.239,TCP,146,3239385856.0,1626513601.0,59948.0,1269.0,49751  >  443 [ACK] Seq=1269 Ack=59948 Win=128128 Len=0 TSval=2512432329 TSecr=80231344
47017,93.365264028,192.168.0.100,128.135.11.239,TCP,146,3239385856.0,1626513601.0,59948.0,1269.0,[TCP Window Update] 49751  >  443 [ACK] Seq=1269 Ack=59948 Win=131072 Len=0 TSval=2512432329 TSecr=80231344
47018,93.36526772,192.168.0.100,128.135.11.239,TCP,146,681587631.0,3382241377.0,66347.0,1068.0,49752  >  443 [ACK] Seq=1068 Ack=66347 Win=129600 Len=0 TSval=2913716078 TSecr=80231345
47019,93.365271422,192.168.0.100,128.135.11.239,TCP,146,3239385856.0,1626515313.0,61660.0,1269.0,49751  >  443 [ACK] Seq=1269 Ack=61660 Win=129344 Len=0 TSval=2512432330 TSecr=80231345
47020,93.365275099,192.168.0.100,128.135.11.239,TCP,146,681587631.0,3382244273.0,69243.0,1068.0,49752  >  443 [ACK] Seq=1068 Ack=69243 Win=126720 Len=0 TSval=2913716078 TSecr=80231345
47021,93.365278737,192.168.0.100,128.135.11.239,TCP,146,681587631.0,3382247169.0,72139.0,1068.0,49752  >  443 [ACK] Seq=1068 Ack=72139 Win=123776 Len=0 TSval=2913716078 TSecr=80231345
47022,93.365282395,192.168.0.100,128.135.11.239,TCP,146,681587631.0,3382248617.0,73587.0,1068.0,49752  >  443 [ACK] Seq=1068 Ack=73587 Win=131072 Len=0 TSval=2913716078 TSecr=80231345
47023,93.365286069,192.168.0.100,128.135.11.239,TCP,146,681587631.0,3382250065.0,75035.0,1068.0,49752  >  443 [ACK] Seq=1068 Ack=75035 Win=131072 Len=0 TSval=2913716078 TSecr=80231345
47024,93.365289741,192.168.0.100,128.135.11.239,TCP,146,681587631.0,3382252961.0,77931.0,1068.0,49752  >  443 [ACK] Seq=1068 Ack=77931 Win=128128 Len=0 TSval=2913716079 TSecr=80231345
47025,93.36529375,192.168.0.100,128.135.11.239,TCP,146,681587631.0,3382254409.0,79379.0,1068.0,49752  >  443 [ACK] Seq=1068 Ack=79379 Win=131072 Len=0 TSval=2913716079 TSecr=80231345
47029,93.365746711,192.168.0.100,128.135.11.239,TCP,146,681587631.0,3382256260.0,81230.0,1068.0,49752  >  443 [ACK] Seq=1068 Ack=81230 Win=129216 Len=0 TSval=2913716079 TSecr=80231346
47031,93.365922315,192.168.0.100,128.135.11.239,TLSv1.2,602,770048151.0,1895918948.0,110161.0,1269.0,Application Data
47033,93.366683018,128.135.11.239,192.168.0.100,TCP,146,1895918948.0,770048607.0,1725.0,110161.0,443  >  49750 [ACK] Seq=110161 Ack=1725 Win=64128 Len=0 TSval=80231355 TSecr=2607754261
47035,93.367667023,128.135.11.239,192.168.0.100,TLSv1.2,672,1895918948.0,770048607.0,1725.0,110161.0,Application Data
47039,93.368759239,192.168.0.100,128.135.11.239,TCP,146,770048607.0,1895919474.0,110687.0,1725.0,49750  >  443 [ACK] Seq=1725 Ack=110687 Win=196224 Len=0 TSval=2607754263 TSecr=80231356
47049,93.429921898,128.135.11.239,192.168.0.100,TCP,170,1091142720.0,1183747142.0,2334.0,71339.0,"[TCP Retransmission] 443  >  49747 [FIN, PSH, ACK] Seq=71339 Ack=2334 Win=64128 Len=24 TSval=80231417 TSecr=165257338"
47053,93.433107913,128.135.11.239,192.168.0.100,TCP,170,1091142720.0,1183747142.0,2334.0,71339.0,"[TCP Retransmission] 443  >  49747 [FIN, PSH, ACK] Seq=71339 Ack=2334 Win=64128 Len=24 TSval=80231417 TSecr=165257338"
47057,93.434152315,192.168.0.100,128.135.11.239,TCP,134,1183747142.0,0.0,0.0,2334.0,49747  >  443 [RST] Seq=2334 Win=0 Len=0
47158,93.917979568,192.168.0.100,142.250.190.3,TCP,134,1825976651.0,1649103972.0,3508.0,2162.0,[TCP Keep-Alive] 49716  >  80 [ACK] Seq=2162 Ack=3508 Win=131072 Len=0
47166,93.92056507,142.250.190.3,192.168.0.100,TCP,146,1649103972.0,1825976652.0,2163.0,3508.0,[TCP Keep-Alive ACK] 80  >  49716 [ACK] Seq=3508 Ack=2163 Win=70912 Len=0 TSval=4218376086 TSecr=3070028188
47273,94.423211517,104.123.153.192,192.168.0.100,TCP,146,1758266126.0,636905430.0,430.0,890.0,[TCP Keep-Alive ACK] 80  >  49684 [ACK] Seq=890 Ack=430 Win=64768 Len=0 TSval=1643447596 TSecr=1433763684
47397,94.921030468,192.168.0.100,104.123.153.192,TCP,134,806680252.0,1961147262.0,1779.0,858.0,[TCP Keep-Alive] 49693  >  80 [ACK] Seq=858 Ack=1779 Win=131072 Len=0
47407,94.923966874,104.123.153.192,192.168.0.100,TCP,146,1961147262.0,806680253.0,859.0,1779.0,[TCP Keep-Alive ACK] 80  >  49693 [ACK] Seq=1779 Ack=859 Win=64384 Len=0 TSval=1643448097 TSecr=1870924920
48082,98.374547261,128.135.11.239,192.168.0.100,TLSv1.3,170,421547719.0,92201616.0,1852.0,87799.0,Application Data
48083,98.374552261,128.135.11.239,192.168.0.100,TCP,146,421547743.0,92201616.0,1852.0,87823.0,"443  >  49749 [FIN, ACK] Seq=87823 Ack=1852 Win=64128 Len=0 TSval=80236262 TSecr=938439339"
48084,98.374555917,128.135.11.239,192.168.0.100,TCP,146,421547743.0,92201616.0,1852.0,87823.0,"[TCP Retransmission] 443  >  49749 [FIN, ACK] Seq=87823 Ack=1852 Win=64128 Len=0 TSval=80236305 TSecr=938439339"
48085,98.374559601,128.135.11.239,192.168.0.100,TLSv1.3,170,1626515313.0,3239385856.0,1269.0,61660.0,Application Data
48086,98.374563255,128.135.11.239,192.168.0.100,TCP,146,1626515337.0,3239385856.0,1269.0,61684.0,"443  >  49751 [FIN, ACK] Seq=61684 Ack=1269 Win=64128 Len=0 TSval=80236308 TSecr=2512432330"
48087,98.374566928,128.135.11.239,192.168.0.100,TLSv1.3,170,3382256260.0,681587631.0,1068.0,81230.0,Application Data
48088,98.374570577,128.135.11.239,192.168.0.100,TCP,146,3382256284.0,681587631.0,1068.0,81254.0,"443  >  49752 [FIN, ACK] Seq=81254 Ack=1068 Win=64384 Len=0 TSval=80236309 TSecr=2913716079"
48089,98.374574218,128.135.11.239,192.168.0.100,TCP,146,3382256284.0,681587631.0,1068.0,81254.0,"[TCP Retransmission] 443  >  49752 [FIN, ACK] Seq=81254 Ack=1068 Win=64384 Len=0 TSval=80236345 TSecr=2913716079"
48090,98.374578527,128.135.11.239,192.168.0.100,TCP,146,1626515337.0,3239385856.0,1269.0,61684.0,"[TCP Retransmission] 443  >  49751 [FIN, ACK] Seq=61684 Ack=1269 Win=64128 Len=0 TSval=80236357 TSecr=2512432330"
48091,98.374583042,128.135.11.239,192.168.0.100,TLSv1.2,170,1895919474.0,770048607.0,1725.0,110687.0,Application Data
48092,98.374587196,128.135.11.239,192.168.0.100,TCP,146,1895919498.0,770048607.0,1725.0,110711.0,"443  >  49750 [FIN, ACK] Seq=110711 Ack=1725 Win=64128 Len=0 TSval=80236359 TSecr=2607754263"
48100,98.381040759,192.168.0.100,128.135.11.239,TCP,146,92201616.0,421547743.0,87823.0,1852.0,49749  >  443 [ACK] Seq=1852 Ack=87823 Win=131008 Len=0 TSval=938444383 TSecr=80236262
48101,98.381046341,192.168.0.100,128.135.11.239,TCP,146,92201616.0,421547744.0,87824.0,1852.0,49749  >  443 [ACK] Seq=1852 Ack=87824 Win=131008 Len=0 TSval=938444383 TSecr=80236262
48102,98.381050097,192.168.0.100,128.135.11.239,TCP,146,92201616.0,421547744.0,87824.0,1852.0,[TCP Dup ACK 48101#1] 49749  >  443 [ACK] Seq=1852 Ack=87824 Win=131008 Len=0 TSval=938444383 TSecr=80236262
48106,98.381503094,192.168.0.100,128.135.11.239,TLSv1.3,170,92201616.0,421547744.0,87824.0,1852.0,Application Data
48107,98.381508208,192.168.0.100,128.135.11.239,TCP,146,92201640.0,421547744.0,87824.0,1876.0,"49749  >  443 [FIN, ACK] Seq=1876 Ack=87824 Win=131072 Len=0 TSval=938444383 TSecr=80236262"
48108,98.381512434,192.168.0.100,128.135.11.239,TCP,146,3239385856.0,1626515337.0,61684.0,1269.0,49751  >  443 [ACK] Seq=1269 Ack=61684 Win=131008 Len=0 TSval=2512437332 TSecr=80236308
48109,98.381516545,192.168.0.100,128.135.11.239,TCP,146,3239385856.0,1626515338.0,61685.0,1269.0,49751  >  443 [ACK] Seq=1269 Ack=61685 Win=131008 Len=0 TSval=2512437332 TSecr=80236308
48110,98.381521095,192.168.0.100,128.135.11.239,TCP,146,681587631.0,3382256284.0,81254.0,1068.0,49752  >  443 [ACK] Seq=1068 Ack=81254 Win=131008 Len=0 TSval=2913721080 TSecr=80236308
48111,98.381525284,192.168.0.100,128.135.11.239,TCP,146,681587631.0,3382256285.0,81255.0,1068.0,49752  >  443 [ACK] Seq=1068 Ack=81255 Win=131008 Len=0 TSval=2913721080 TSecr=80236309
48112,98.381529453,192.168.0.100,128.135.11.239,TCP,146,681587631.0,3382256285.0,81255.0,1068.0,[TCP Dup ACK 48111#1] 49752  >  443 [ACK] Seq=1068 Ack=81255 Win=131008 Len=0 TSval=2913721080 TSecr=80236309
48113,98.381533153,192.168.0.100,128.135.11.239,TCP,146,3239385856.0,1626515338.0,61685.0,1269.0,[TCP Dup ACK 48109#1] 49751  >  443 [ACK] Seq=1269 Ack=61685 Win=131008 Len=0 TSval=2512437332 TSecr=80236308
48114,98.381536766,192.168.0.100,128.135.11.239,TCP,146,770048607.0,1895919499.0,110712.0,1725.0,49750  >  443 [ACK] Seq=1725 Ack=110712 Win=196160 Len=0 TSval=2607759260 TSecr=80236359
48115,98.381540466,192.168.0.100,128.135.11.239,TLSv1.3,170,3239385856.0,1626515338.0,61685.0,1269.0,Application Data
48116,98.38154469,192.168.0.100,128.135.11.239,TCP,146,3239385880.0,1626515338.0,61685.0,1293.0,"49751  >  443 [FIN, ACK] Seq=1293 Ack=61685 Win=131072 Len=0 TSval=2512437333 TSecr=80236308"
48117,98.381549015,192.168.0.100,128.135.11.239,TLSv1.3,170,681587631.0,3382256285.0,81255.0,1068.0,Application Data
48118,98.381553046,192.168.0.100,128.135.11.239,TCP,146,681587655.0,3382256285.0,81255.0,1092.0,"49752  >  443 [FIN, ACK] Seq=1092 Ack=81255 Win=131072 Len=0 TSval=2913721081 TSecr=80236309"
48119,98.381557175,192.168.0.100,128.135.11.239,TLSv1.2,170,770048607.0,1895919499.0,110712.0,1725.0,Application Data
48120,98.381561129,192.168.0.100,128.135.11.239,TCP,146,770048631.0,1895919499.0,110712.0,1749.0,"49750  >  443 [FIN, ACK] Seq=1749 Ack=110712 Win=196224 Len=0 TSval=2607759261 TSecr=80236359"
48124,98.383663416,128.135.11.239,192.168.0.100,TCP,146,421547744.0,92201640.0,1876.0,87824.0,443  >  49749 [ACK] Seq=87824 Ack=1876 Win=64128 Len=0 TSval=80236370 TSecr=938444383
48125,98.383668268,128.135.11.239,192.168.0.100,TCP,146,421547744.0,92201641.0,1877.0,87824.0,443  >  49749 [ACK] Seq=87824 Ack=1877 Win=64128 Len=0 TSval=80236370 TSecr=938444383
48126,98.383672752,128.135.11.239,192.168.0.100,TCP,146,1626515338.0,3239385880.0,1293.0,61685.0,443  >  49751 [ACK] Seq=61685 Ack=1293 Win=64128 Len=0 TSval=80236370 TSecr=2512437333
48127,98.383676929,128.135.11.239,192.168.0.100,TCP,146,3382256285.0,681587655.0,1092.0,81255.0,443  >  49752 [ACK] Seq=81255 Ack=1092 Win=64384 Len=0 TSval=80236370 TSecr=2913721081
48128,98.383680956,128.135.11.239,192.168.0.100,TCP,146,3382256285.0,681587656.0,1093.0,81255.0,443  >  49752 [ACK] Seq=81255 Ack=1093 Win=64384 Len=0 TSval=80236370 TSecr=2913721081
48129,98.383685007,128.135.11.239,192.168.0.100,TCP,146,1626515338.0,3239385881.0,1294.0,61685.0,443  >  49751 [ACK] Seq=61685 Ack=1294 Win=64128 Len=0 TSval=80236370 TSecr=2512437333
48130,98.38368919,128.135.11.239,192.168.0.100,TCP,146,1895919499.0,770048631.0,1749.0,110712.0,443  >  49750 [ACK] Seq=110712 Ack=1749 Win=64128 Len=0 TSval=80236370 TSecr=2607759261
48131,98.383692894,128.135.11.239,192.168.0.100,TCP,146,1895919499.0,770048632.0,1750.0,110712.0,443  >  49750 [ACK] Seq=110712 Ack=1750 Win=64128 Len=0 TSval=80236370 TSecr=2607759261
48583,100.415536991,192.168.0.100,128.135.11.239,TCP,158,3210146549.0,0.0,0.0,0.0,"49753  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=878612949 TSecr=0 SACK_PERM"
48593,100.418520584,128.135.11.239,192.168.0.100,TCP,154,4176646332.0,3210146550.0,1.0,0.0,"443  >  49753 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=80238404 TSecr=878612949 WS=128"
48597,100.419448805,192.168.0.100,128.135.11.239,TCP,146,3210146550.0,4176646333.0,1.0,1.0,49753  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=878612957 TSecr=80238404
48607,100.430962034,192.168.0.100,128.135.11.239,TLSv1.3,865,3210146550.0,4176646333.0,1.0,1.0,Client Hello
48609,100.431767542,128.135.11.239,192.168.0.100,TCP,146,4176646333.0,3210147269.0,720.0,1.0,443  >  49753 [ACK] Seq=1 Ack=720 Win=64512 Len=0 TSval=80238420 TSecr=878612961
48611,100.433216807,128.135.11.239,192.168.0.100,TLSv1.3,406,4176646333.0,3210147269.0,720.0,1.0,"Server Hello, Change Cipher Spec, Application Data, Application Data"
